110,Therine,1904-04-03,2017-04-07,784.81,rluCbEokPbgVYSHqSiIMFDEmlubsXCNxiASHgaBRkvcLDxrvhRvCLvbdNPZrYCYhoEJJEFuSMYgkuAuXvqavVAfDhsUOAGMXDl avQHSHEqGjMVPzYMASmD  ITRmMQPTeCWztPtqQLDKYjHrTbM,21:40,21:07,11,8344.6
111,Tamqrah,2016-05-25,2014-03-30,425.91,"WxVuYrVHGSnLNKLzPrbTrCzlYPCTTkZQEUWNOiEtxeHYSPensSmNbsq zinfTsJEDw hedufcoDnZonNoDzCDLUipWvHvvnUotPuVJPfkmyLJQDeuYhwSKYO nyTdZTnuekfuaSLPgTy dodoFhZKX eyMNYIMAKNUqtvToDOJiQmYLPKY lOwluK YGCqYOPEeppgpqmPZvAdXl ",0:46,20:34,12,9310.86
112,Kirstin,1945-07-08,1954-05-14,697.62,KHpjHuBdgyJudRlbmjTDD QRMnzqzuKaNYPMXKOB fSjUsxkOOZWrQsFhgBmkAYtDcDTleaeDACPMBddyoeLkGZwsYiiYSlUcPVuicKvsVBfYMupaZOEGVUEISHirmvK pgZoGFhprVliQNQGBCwCTAZXGhtTvWIvkGAyBONckdcKfRdCZeIDuyjcMGjbgqVY GQJ NAnZMntHEfiLGLxiX,8:29,22:30,13,4948.68
113,Roz,1991-09-26,1916-10-28,579.18,MJzdqlbXRCKXMcpLwChMbMrqGUQcsAG NrJbYfXYYxqccTQGpsuMHvYdXfc pxFimniDESgUVsFKIVHHqXoTFtmneowbxLaRwyqAHcrhbUDnHWRDKhEddfmGPAvfiWbgivtfKuWNFeo dPUNMYJfJGDaYYmATiqBKHJTCaVEcQLaZlCioYskya KmFqOiAZNg jKsWUEDmbnrqWfVicqQahMlPA,5:41,20:59,14,9548.63
114,Annaliese,1956-04-01,1985-02-08,677.8,cMYReqRWsivPjVrrfrUYnTAvWjgKrWRuKnENTNNgLNyXZpTWGIVJoirmRtLfqFqwsPIrznrytBPstEpFGUrkJzmETglXMlO zSCDBCqY MoMBLrtcmWRfSX CtzaQlVE reWrygATxhv FQEsilwTTL pUKNOQTUIwNkhqfjTMCWjKJHEOSRoJhfyuakaurmOOwfdPfWjfGFHhLwPvzDleqFCpMYyYQfeybDsPXHs,17:11,9:13,15,4106.2
115,Melodie,1905-08-31,1949-05-08,454.96,TKWdGwqLErpfQDndCPbdnMaQDdYZvknKopGPJadneloviOzbCymzkMAsidtNfRShDMGAkrbZhWuMGRpAMIJJMesPikDobeVtsPbOnbZJhgEHb InGnLpgecJbxlKfIpvVTENJnKmMhZPGgRByAJstGrMafylhtIhyMIrsDQtdljhHmfvAneMwiUM rlPNqlxuNRhL,12:33,23:18,16,2296.99
116,Kamilah,2003-06-23,1957-04-15,290.01,xIFAfuRHKILkpHcyXYpPCvsH sKaOpWZQHsIYiaBiIiEOpeuiTP zhSyHOKWVN wLhguJMHzuWQIHCBXEQotBVA hHUXxUEfJVmasicxwSkdhyjtALuKBeYiQJwGWwEyT VjeyeQUuqIVLOosKs OHSJqwtKKrIyYxhRbChGQcqEtHyiSEQ,06:19,13:42,17,9465.27
117,Dominga,1974-07-08,1986-06-21,125.75,vsRfbmMJQzMarFcqTNNUXDFBWTheLCFndqFHEIRLdTRCdMbMcbTYlVMMVleUTcxrGDoQyNFBmdTJhkkguorRPHEpJJCA Xvna sVuCAWfcnk cJjXRrVyMeUTDUINURuwMxslIOGGwsvKPcejoOPSTGHGHjZRwclXVGZzwWYrbkXgXkOHZxFkShyLMMnHwqjJiJDUVHOrvRRBT VbpwpUCxg msTsJb NGHKhYzFEkpwsdMMVI,22:15,17:04,18,3687.98
118,Thalia,1978-01-11,1928-07-06,834.25,oXLUDVRubNlxMYQFUOUIzupqFnneFZCrDuKorUHdoNKWKmTesXidUdPTpUueWqQdpEZWbJp yWizwNNGVFnLPdpgieUMxDO i KkvnnUaJTDqwabCyuqgaUalJG qIDFQNgiewM,00:40,00:27,19,8740.95
119,Nicoli,1936-08-17,1946-10-06,357.6,EhHirBZNMhcEnnPYzyssRIXXMyeWDvKkzOE UkqNGeIZcbGXuOtJbuBWyTESuAVODqzQPyVwsywrQmQXGgHGs eMonnpmXxmDwmaLdQwpV JvkQLvpYuJdjlmoXthanTNghOmwHZvrPGflhAUCYYsGgjVNobcICO,17:55,22:22,20,2255.63
120,Thalia,1919-12-28,1965-09-17,855.86,EBjdNYjIz ONDsdQDzpzmEnztrIvVwBCafLO TiHAzQTMYnIyecK nEPFSGUsGezZIfaoBpkZkPJvoDvafcrqEXDGIJDpKajidiEN hzWpyLpEvYDjsNuqIXwhVGHzgGAWPOEbEpnVciLoliyEDdSkJUrozpxuaWfccjpHKelGmodeldCfcPEwZyJxZJhzmwCvIdpPbgeIjjlIxnSskJZNpQnCRGYrvJcRsoktIiwF,22:13,04:49,21,6705.39
121,Annecorinne,1937-06-23,1965-11-03,870.14,EjvVXfiumJSRyRpZkhBChlAWMWNdFEZJWehvVzIgQEhFWRzenKJuQOYnnGrJrTnfhTJuKfsgYQaDOMdShyaTQfOlfsxYlVVqJmATYOCsmv qORQsrCWbbGjpuvXiWYkkcB eSS NeIbMiTXSGuJAfSQQjZtpkImnUuWwQIoecpJRWGAkgJqsK,1:18,20:39,22,2753.66
122,Arabel,1960-11-23,1975-01-04,481.63,MPOPDzEgHpVUUEbOKEusKtmyzvJkJETLDLvmoaChwVfEENLuMlYDxS kIGtyAKTrsiZrvCxsWamxik gyPoLWFWMZItVpJPXbUKqVMOzlHhbCkEKJSixFcbuiYjHfnOIwbm ulfaceDYdQPVpQbtx JBBfXRblZrfZU,4:26,20:57,23,7776.61
123,Inga,1956-04-06,1992-08-03,446.8,BEnCFQmGEjKiaaqkaYHRRucxvHnjgVaaQHqPJXISErWcaLzTarFYnUgiccMoQrzPdeyjTVqO WiUtINjXASmFoMbpEpIVaBtZmhK wTxwInjxORLBujxOQAioxHvgrfbcdAuJfyxPOzMWWFllIilkLWkqReSjbDjAJLgsAXAzKuVdCbZCekodjkkugvKwJdfgZzSnbbpqYmipLODYc,03:48,22:28,24,7588.25
124,Carly,1964-04-05,2000-04-24,650.61,bCShnSEXlfmZpqKrIBmxSFQlnMacIJpsCgePbejRqkftmfSkchuwjIZSTFwrHlYKXWCUnIXGpGeWtdRI fgR jLDjpicSgbaxASzKDqEjYyKuZFahVyvcmKhiSLaFK,23:22,17:41,25,3019.62
125,Nananne,1937-12-23,1951-02-20,914.81,BqTgOg KlUyleaPS lcqaPMhcjEXUSREYrexJVDfjFVjgRtKy gpXqpFvLrgTTRzchswoFRYd BeJWanow VuzvpXcAaSYmMLLEFHBIdwKA huEPtwQIkjPSgfLQdDdhREFjmzCDuWmzORIAfdCyHwfVQvgQdThcPDcnVxAYKhqKMvCDqEHSbQPOQPtCyFPLgNVRzgaKrhBqrxtIUYnvm fHBIrWmRNKHHutmOOTmEGDcpottmczRyRqkdBkCc,14:48,23:04,26,8881.76
126,Marline,1967-10-25,1924-12-22,958.46,AwRshFyiSbVifgYvpDJBqMliymyauaZYDlqfmw hZhrhQEyIChzeNUAPbABGhCYXZtpOmQCkQFOEdEetbCBWij jVonVASVYAzwTYhQdmoolhBzRnIVEKwmHRAMyK TcFgDfmGPrAzzDTpGgEmRfrrS ZhCUWaHgPvygSVeTNVquaiBPBFXzqLc,22:40,6:37,27,4789.79
127,Eadie,1919-05-26,1926-09-15,288.44,fHZrEpDDdyGpEOAunoEcqpLGRcZuIVWibFhW haRHovXwlhbvJeYqBqQwAsyIAOmofnRUyXKqnMfExQdjw GFoCDrVErhlSUByhEnStrTE nokUvrotDkQXxDJAjcwL zaJUFdlJVpBkfFkaWBG flCnONXTAe xucZaHTPOFatbJlEyProcsj yQVkseiNIUxAwhmuCjuvjZmUVEOhevXicGpWwqwzy tnlPpZPLIkgcoFvhA We,16:44,5:14,28,7105.03
128,Malina,1982-07-07,2006-11-18,812.1,LoY MmIUUXprBoyCNULFKoxA BwjmQFLyPqiYuysULyGewgqcyKLkKcpRBSuoRLDJFqVAHeoleYnhKZUhqqoXJGDvxXflEzrzCbObwcET dSRSYyjcTJ tQjgQsTswdHmJBQUbKqOMMySXaQEsGDUsTeSnBqARKNkJAoIqzgsjNQQFSuSVFzDkrBGSE,20:59,20:42,29,8238.51
129,Tina,2004-12-04,1985-04-09,401.76,USxyOg zVhkUuNjiGi  CgyGDh GzzkLqrvBWjRtZrlJwrunASGmZZYvDfzTswbktuWqtYGopNoM qMFHvFvyLCFhqllyoxyAtgikUjqVkMrhxzaqlObgZHhvVOoLqNLkYOtRuTqvrMwePjiXkDUOgACFKBMuFtZORjVoBcxeVJJJjWkuxVLevJeIoXrSfdkUmUWMxaESr,20:30,11:26,30,3466.67
130,Hyacinthe,1985-01-09,1991-08-08,712.6,FWNvddlOtJrgOKQKByKlgqIasIzNsHvHBRYWgrTCObMxC TjnXuSVtUzhtIqbwvzsXvpGAzWyGIncrfkyJPajthiuguISZggBBPNavuMHKfMJUPXwNVaSxlnPVGk EPZqmjhKwkUDObMFeXBoHmJiprlkcqiEFjanseVNATMBAUMuDNIGiW kSuidnzbHuddlQqLFwiBpFoMFO gkLbUcmJGyNCzwbxzhVQpYAvpsLo,12:18,6:45,31,5060.39
131,Ariela,1967-07-16,1913-01-09,663.47,daVkvRcudXVSEzgtTuTSZDQwyXGjtLOuCyWqHPFCxHKYmitUJgqsWMNIaeDWFyHuXjxINQzMmmWilUnCNTGqgS LbXZrNnglpPUkSOdmTOtWMDaMnMLBIkWnEWVIpDA  RHXSLGjJuvjxBpPeLbYFmQKE dbrCvyJuvWxQivoMGmyfYEmezZEwaRTzeFUFgRyXWjERe oxkycylMqRrrVzsofYgmCInsRQSdWLtvcJKVqrWxkdldcoddWDSYz,06:21,6:50,32,7416.41
132,Devina,1914-12-27,1994-09-14,704.13,jMnIlXPmOuwSIvFYJjtgpAZqMcHjKCNSmGhiAvbdSEYUaKjWcKnnoDvOgzTKFCBaulVqMIaAraQFSWudFBbQRtzOBWgedRHQAwiwUlgpUJp NbsYEoEcdVCyomeWEOIUTtJ XbYiKdhXgAWGRKboaxXHFHdL BBnUmyumiDgdKTldZjRXS bwkADdBMiKFWJHspnnnMhNKpoQwudmnrSxUrkQh,20:55,2:58,33,5061.11
133,Krystle,1932-07-18,1993-12-31,260.78,aXrKvxQlKJfWHQDaTCphfccDIPyjXcVMGiteHmgtitjTNS JTqXatdaER grKJsosYTpauWbhkPdbFPkSBGEXUMGENCnBYZMaDvOYxqTCqekzkZcpqHTylOSozvPejCKQViSOhlmQbUgVkvEUUUJCltJpuSISTBhBSnBoOhntJjHIKswgjpQaGWodJtXzYOg,1:36,20:51,34,1144.66
134,Camile,1956-01-12,1999-10-30,942.28,uwODwkjoCrJEXhvHvUm geZmPQwuVWmRLSF vWkkFkZnDpHDUCb PDQDtQxnirJobryqGuIeZZvprizdXXUuSIhsnjTFqQNWSkcepYFKvISnBBcC vlCPxuNdhwFATnBZiToHwaWBRMMXothApClaFQVqYPdUGBtTBykgbr,23:40,22:54,35,9319.37
135,Viviene,1957-12-29,1919-09-16,123.44,ilhjZKfnBAZQiGjOCBihXiTzsxNpIWThYAyLwkywjodVNtBREdawUdZdxCQjfOoFrJnhCXpXulopAQfdtfouFpBwAnkKWNiOngRbrvdjCNVCIYBiSDOrBfSFSNCWJllvfGfFGsCvpIPwteUDoNwyevZN,23:15,22:30,36,9751.91
136,Steffane,1951-08-27,1981-12-14,53.05,UxiadYYsCXrPwvsNWINaffEPVpbBDlIypghzwfryuTFUHLanjLQkxmNyXAlcbuHrZAbKfkagnfRSGlAOgJT mMMBKandWxseGGhoZnZzBFhcCJQtJxYIO GFlaR uvwkhoEHnydYPlhrKxlBGOblMa m,15:02,20:32,37,1464.1
137,Melisent,1971-09-26,1998-09-30,831.69,JtmfSiWnAAFYymKYUdVVuDcwUIqrHOCPurcsFspTvGNdthjQNwKlCdmeopLdsfLzsYXWYNrmlgyXSW iAhbCZEFFNtIDTnHEHrEbFKKaAYqNigbdBbsKmeE hdTtTMujJzy eOzakHHLdwjHxGIPPNUdksspBKKpnRXNJKwHCCYcKpHwDZNJuKrdkrPCDvpknuGEkpUQEXPwsiIXesEuiJBH,4:50,8:23,38,9628.07
138,Emma,1970-09-27,2018-07-29,316.28,gSqVhIpRCHgJuXmmatiAkmYPiuDQepaGwmnUKXAaiwNKeFrKEYSnkNAhh dFcmpfgLLhPdCxmoEgjHaiYUZnadPihcJRxTJvEucBlKeZAZqQvhvnttpIzgqGMnToYaEyaYdBzMqZLnIReftovFrbgiflAQODBPjmxHQRhOcvIWkvSZuUoONNxcprHTiMpHnSvTfZhZqTbhUdhKszJj atpfmoH lQxTvdBEuGoFPHYttUQWrgPamMmz FYlsFs,06:43,22:11,39,7254.31
139,Calla,1965-04-22,1912-03-23,537.48,nSaiDupjwhLNJzMifoXStndaHLmlMEfFajBHRZZCdVbHexNjnzZIExWwJ kmFx X xUDZphhCNKuJJqyuFUoekiFaoACfPjUCcEeeiSvDABbxlOVFbaxDwXyhvNNCljZvqzsbeEbbmkGWJYWhaMzmTVaBrpOysmOmTPdqkYtyJgcUhiLxONFcqYSQQVznhAHoiXMm,11:46,23:38,40,9944
140,Rhoda,1977-09-03,2009-04-15,518.8,TmsAhMdiWDbAfTsI AHvKfZeiIUrMFdxVUWTGUsGA cUKTonIdnRQrHivZXYdCjjyDA HWgvAthXCIqRBDTajypgRpWWIbpFLosWEkXlwDicmcNGqpgYUeldPqVjeKUYKmGftlZSqALyjSkr nrYzQPoBHenMbOrwrWv,7:43,22:37,41,2810.24
141,Veda,1934-03-22,1967-05-15,814.6,WLLAak LTeWaPZtUnbUooLOsYWXgnmEVtWrMxUmtkZRNjYQ YdpWfFgcmtrySNXMbtkMcRRWMCYVquemjMDsqVaQtgurgXCuEeGbbDIttLSBUTBRTxNGovwTzWXBbJPljJNsVcWnlFBIVOefABSxRYsjmJshJ XbZZ,20:02,2:49,42,5767.74
142,Lisette,1904-11-26,1953-11-11,56.46,gwVLKhfMxQEUXyybnIsvLcRosAmYcNmyNVnMCJJtInAJLyQWSrWfQdlTgMCOlOoyNgNWXAk uYR eDGxQKRSnTJdPEpdKeuiyEKJANxaOIlVcbVLrvMGVigerHOQZzcyfjDiPfwetVopjtQUMRKUtCtIZjpYWpkwEdLmTBsLkvZgvVlEkFAYfIVuTwOVvICtgsUHBOzjUSJrtUEOBZiBHdOXywcyjTsqsEfxnZJUyTQjZXisoj UQzouEk,20:03,22:30,43,5007.95
143,Cassandra,1962-06-15,1904-11-08,113.35,ehcBQOwCGqHuAFDtSqYEFTgyYwwTnzQRJJZQhngypuHnUGhMlNcPIymbmAHXOCdEbiLoWK Vc AqETdnwgkwMTUpFJiNOMneuLILDfYkihM MqBenSBTOLkEXYVDsAbheGXdgaGJIwRvYuSzXTYAjZWhBdXEiV,7:12,20:29,44,3928.01
144,Micheline,1916-11-25,1960-10-22,140.81," GFnWutLTUJYWAGfZDnUpTpvsVdfyWVWVhJtTy fLZurmYjxOeVONUcEIrKVIfmtkMneDeNxeOCDsIvqsfcciIiugoKceYLTUCAiodiVGCqLOGBMpwhetkAhsWUeazAkpooaeQuBKEbfHHNLMIZebqkZqaorakBflGFSmGCqEYLERqkLxcHumphKFuKvgpVjWUWNDY",23:37,5:04,45,2898.87
145,Orsola,1978-06-03,2013-09-21,17.28,yXoterxlmQCuf ZZswnpnGurteMZkQhWjZmLfxxteqpZYrqZKRieOykrkASKWPWKccGhpKFQdvtBnYUwbCtFrjuJClhfrwbscUSUuBHPGr XPOHCnIUbPSDwEhZMUebqrzJAZuPOcWToKnqzOukDTNbFcjPXBSyYVJMCatjjVOvAukRRSVs,1:50,23:18,46,6101.43
146,Chere,2019-08-28,1968-06-22,312.14,jdQOIEUkxOtwORKHylxFBEsgZRnULvFePwOIVHVYnYPuBiFmUSbDRuVbnkbLdTspYqMy Tm WjFmxOMgCGWzwAqEKWUICCNeputRKmwAGXasrsNtYtfmmlzUjfqN PrsKmKAExxniNVrajIhQkrlSaVHnTOBnwcaDBEECZXplUBNLg SDGFKJxU bCfJc YWLzElZKPMplgbVIDmxYeXtLtPMsKJhT,09:56,08:16,47,4533.24
147,Joy,1980-06-09,1938-02-06,805.7,JolIohLmLhRljhrAagBLsFDgcqIUHMtxqJacDgmGeQhguWRjG rVppdckxIqHMhNRsVDizyyQcUwtuYIAVHepvEYKPUujbVtavgvKSwQuhKymTVYNKLCZYOYKkWvXHSRksfcdFyFoixZcLPTkc QMbeHWJzpFlIKUUCcKedy FShEHjLMkcNv,11:11,7:44,48,1911.82
148,Kelly,1981-08-01,1978-01-18,585.04,GQYoqFWTUbZgvJGkLVPjDUZkCKilwHNgRyVLpHndzjpjJrpcUUqrCuoZbFkEJrwBBngPgcDJPUrbwRIP sjmonUHDUegLtfMtzMlIDOqHOZYzhZ ptJifR oYdtHCL,9:59,0:27,49,2561.86
149,Madelle,1977-12-17,1925-01-27,552.46,dFGfFYebeBpMskoqOGqRYEktGAbPODJfPrSRJVJQJuJprEvQhCuA ITkkGJKrrSwQxaffMMwDnmdsjVdNjexfAmoeQCWZIPfArYApGlIWedYQgGVLOlX FbdbNBVxjURNarEoasnustssRsfWzJufarMGwjeZXEeFTAjWcWAIe mygijFGTCMohpXPS,20:56,09:27,50,8251.99
150,Meg,2012-12-27,1945-11-10,524.26,SBe zHsnQMrfWDlCCOeXEcjhqxXIxHqTkfmCeiKCiqaTgpTeKkDafmYgtMhBfMFLmDIcCPQNTWvRnOojWJwesayGGxYBxDEWV FmDhkcooSocqFxtKXHBFcITLSGefUbQamcpenogHtIqDzRvVjoyxtWEnMyLEvIcOjdZUgeWfgoRfeoxKRDOaJVbjgVVVTqPYRTkpTKNAXokQpPpJrjXaQTbDPvGphwJOmLRmluTcooTKK,23:59,20:58,51,4472.84
151,Stephanie,1920-11-04,1987-01-16,709.32,T SKouHKlsgyIjboirdhmyaBiwFWhkebkdcoEBWqfiwvaSxshsBrYuvR qiBkmBWfeiAIedmxGYOrVGrEIvkyzJCMpjSSenbXzTpwGnYlYxHvZPQDm GiGwjPPjLQWTRPVpRcqsFeZqUGDc Dg dyeXdpUTSDScOGcQlsFjvDZSsUBOdTAwEHnm,11:44,12:56,52,9442.2
152,Allis,1996-06-29,1942-12-21,849.3,BBvevhGiPf NBGFqiylhftAixhtYwPvxBjvaGcPnxdQhikiLmjdqCCsnmrUU qkPgFQyKObZzbbLrMUCfbsEMwFDAZsNqQGGnnUUweQMUtBCYECjCLZtK TpoIVmswpboINgwhkbeGaQLeIYluCNryijNRpiNJVfXjaOzIGNwipRTWwcaDgwWGEOtQpxlAbvXXLrFWgG roRCWsYPgTIDdm PYW,21:36,23:47,53,6937.89
153,Sophia,1985-10-27,1966-01-27,869.58,LVhkDhTyEiZtBCcKBmRQzvKsMUtiFpjDtjaBXoQfiPAoKeCCalSRzXEAuhSbugXUcNhuMXKmJOYzYIDPYVukcDkZyhTfnwrcdvVdCM DDcFUOgxwiHAxHzFfViOxZMLlbgVAQTMt,6:27,3:23,54,1852.37
154,Cordi,1982-11-25,1954-01-07,152.09,FAjOpdqk JRZCtosZlWvKEHgtToIKalGIA WFCkBbvHcFYdOUvvJhFGBtRWEllz CjWQfNNFREWeLZiPyPEKFBUxRAgFTlIIyZSrN  kcrMODzflKvZJGNTrEDqNCVfCxsd hNaTbSMTsJAYuUEWsJLrAVkoSelPrhyYxLcrJxY,20:57,14:29,55,3924.01
155,Mahalia,1909-06-12,1976-10-31,551.02,"YAZJwSkyYVhDYTzGiATDthxNUbykPPBfW SifvmBnbPwrQZGRxSKj iVLPWlaGZrEVPomqSWSwkWqJrMNraSIjpxDb ohviLBatavDAXLcxnMgQEafUWIHVYPsSESpVjzmcyWzbChAqhoBWabaiZtIHeJnupn lhkdvtRSlFUrmAPDgxKNTPVstbtT AjTKDzPcBRyslVWinwAYNDvcueVPtdPfNAY ",21:38,22:43,56,1670.7
156,Marti,1952-07-05,1991-08-01,658.34,VyFCRohKeQuBnQaXo cRXNNWvdLCViUQxhKsbcMpOmjClsYBIzOgGHyIgXNWnPdLYuhp cOcOgZReifqILMvZyUkUuUrUYb lKFkesqozMohmdQzFMcRwxohMVXwEmgyt,22:08,16:39,57,1557.18
157,Ann-Marie,1959-09-18,1906-06-30,843.96,AgpOoMJEUPERKFTiMnjIoOjsfFSeEAZSjpmfUuVJrMcWpqoLuIPlVrpaqxaJQSqlsLPllgMLAmGsZhDYyu VsMsGVVrZKd hmCEfTMZdpNWzQZjcfmHEWDGcqGqtgVca hobaTqHGXyayWyKb,21:09,9:06,58,5202.32
158,Gwyneth,1925-01-03,1907-04-17,446.05,vb cifwemjrtrscSjqHBLkEkyONWwIzFAcRRuIHgAxcVfHZwQPoNpEIaSeBkkCKbyjxrV LJYVjkPg TCGVwEdLnzacnzrUikoNOPqaaDjShgJQUwJrOQABvugXwPKMiKUFaZmTePCnBRZjEGDnfEaLharrumATzRcLnlkbsqvDQPuYcxBfJwwUNXNPTtiQQWElEJqdH uk m WVbqyQwnanjFDhtSASfZK,23:13,17:45,59,8831.99
159,Dode,1933-05-27,1936-09-10,619.81,aEhVEkpQfVXTAZzHmhIxgjtxlpnWWxsHDtLmCRJqsG BsMufVLO dQwKlOPHUpKrLoicvVWEMIfsvvZys FJRTRtBtFjihWiemslcFHwbjNWyxfhIkZthAQWoEFxqwaHGOySmJLRKPRsbpObGlDPWkA,20:00,5:14,60,2931.17
160,Elora,1935-02-05,1946-01-19,70.43,UIZVXXiMC nLmBXTUDLBag NgKLVojpdQnJnoSMWsHbytf AQTZSJulhKgViOJYJMTECyAyyvWQV Jlqm HlnTFjZnekhQLtQrMLqAecpiRbiZoBYiqpAApJjRkRAy NubC eGuuiZjPxsoItSRGLbdOFFjRLNraKAlka,6:57,15:51,61,2465.95
161,Tarra,1911-01-27,1987-09-29,624.77,IEkzaO aUBIEc PTQeLouEnvvdyyrGjMnCbcVCptiyzyrTBOP Jgzqqrxktw dtDmYjaBqeyMMZyXqVfTqZX hyhRUjDmxAmhC byVYjWDVvCLKCOKchLZTdOVKjzjpnUqxKasBvXjjVGGmBagcEzQKgndSAtzMwiDaeAQyWGyrfnCBkVffHNCaOLxFq ISVgy,20:21,23:14,62,2429.62
162,Elsie,1956-06-19,1984-03-19,522.95,tvngFrqcNXbBEgVZWHTuLqNkybHJLjSUVqJANqEJeBvaVayJOCSEQCvgzMhkWHbpeejddQXfSNFUyiEmgrvdjdlOfnXhsvxYFdRUXeEXbEnxJKo ulCVCIGSRYGAGFEhIOGbaYOscjVC,8:28,20:03,63,7124.17
163,Dominga,1905-09-03,1907-10-11,464.09,KDrCla uJyQsAT ffEwnjDzZXUsuwIPLYHsbMszgIroTVHWmsEpRhbZAlbieGHhdvxPqreQTGWfrfHiwQyLNCfMKPlKEAeWKZPTlYkiXvGGeVWyfRrpiybAxGuztJEifHKPWdHWY gdbQCt wPpDmbOuupGtAwywVcGlfBqrmJioxReTCiQY,0:26,21:18,64,3587.31
